congress,chamber,party_code,party_name,n_members,dim1_median,dim2_median,dim1_mean,dim2_mean
114,House,100,Democrat,190,-0.4,-0.082,-0.394715789474,-0.0769052631579
114,House,200,Republican,251,0.491,0.072,0.482179282869,0.0432270916335
114,Senate,100,Democrat,44,-0.328,-0.151,-0.332295454545,-0.120454545455
114,Senate,200,Republican,54,0.4535,-0.0165,0.483018518519,-0.0641111111111
114,Senate,328,Independent,2,-0.3295,-0.28,-0.3295,-0.28
115,House,100,Democrat,195,-0.398,-0.082,-0.390825641026,-0.0712256410256
115,House,200,Republican,245,0.493,0.082,0.487146938776,0.0569387755102
115,Senate,100,Democrat,46,-0.328,-0.151,-0.336717391304,-0.105130434783
115,Senate,200,Republican,53,0.463,-0.005,0.498452830189,-0.0304150943396
115,Senate,328,Independent,2,-0.3295,-0.28,-0.3295,-0.28
